Timestamp,GazeEventType,Focus
8942,0,0
8943,0,0
8944,0,0
8945,0,0
8946,0,0
8947,0,0
8948,0,0
8949,0,0
8950,0,0
8951,0,0
8952,0,0
8953,0,0
8954,0,1
8955,0,1
8956,0,1
8957,0,1
8958,0,1
8959,0,1
8960,0,1
8961,0,1
8962,0,1
8963,0,1
8964,0,1
8965,0,1
8966,0,1
8967,0,1
8968,0,1
8969,1,1
8970,1,1
8971,1,1
8972,1,1
8973,1,1
8974,1,1
8975,1,1
8976,1,1
8977,1,1
8978,1,1
8979,1,1
8980,1,1
8981,1,1
8982,1,1
8983,1,1
8984,1,1
8985,1,1
8986,1,1
8987,1,1
8988,1,1
8989,1,1
8990,1,1
8991,1,1
8992,1,1
8993,1,1
8994,1,1
8995,1,1
8996,1,1
8997,1,1
8998,1,1
8999,1,1
9000,1,1
9001,0,1
9002,0,1
9003,0,1
9004,0,1
9005,0,1
9006,1,1
9007,1,1
9008,1,1
9009,1,1
9010,1,1
9011,1,1
9012,1,1
9013,1,1
9014,1,1
9015,1,1
9016,1,1
9017,1,1
9018,1,1
9019,1,1
9020,1,1
9021,1,1
9022,1,1
9023,1,1
9024,0,1
9025,0,1
9026,0,1
9027,0,1
9028,0,1
9029,0,1
9030,0,1
9031,0,1
9032,0,1
9033,0,1
9034,0,1
9035,0,1
9036,0,1
9037,0,1
9038,0,1
9039,0,1
9040,0,1
9041,0,1
9042,0,1
9043,0,1
9044,1,1
9045,1,1
9046,1,1
9047,1,1
9048,1,1
9049,1,1
9050,1,1
9051,1,1
9052,0,1
9053,1,1
9054,1,1
9055,1,1
9056,1,1
9057,1,1
9058,1,1
9059,1,1
9060,1,1
9061,1,1
9062,1,1
9063,1,1
9064,1,1
9065,1,1
9066,1,1
9067,1,1
9068,1,1
9069,1,1
9070,1,1
9071,1,1
9072,1,1
9073,0,1
9074,0,1
9075,0,1
9076,0,1
9077,0,1
9078,0,1
9079,0,1
9080,0,1
9081,1,1
9082,1,1
9083,1,1
9084,1,1
9085,1,1
9086,1,1
9087,1,1
9088,1,1
9089,1,1
9090,1,1
