,GazePointLeftX (ADCSpx),GazePointRightX (ADCSpx),GazeEventType
55193,1156.0,1272.0,Fixation
55194,1149.0,1266.0,Fixation
55195,1148.0,1263.0,Fixation
55196,1153.0,1265.0,Fixation
55197,1160.0,1263.0,Fixation
55198,1200.0,1266.0,Fixation
55199,1166.0,1266.0,Fixation
55200,1158.0,1270.0,Fixation
55201,1192.0,1267.0,Fixation
55202,1203.0,1274.0,Fixation
55203,1207.0,1291.0,Fixation
55204,1210.0,1273.0,Fixation
55205,1200.0,1272.0,Fixation
55206,1199.0,1267.0,Fixation
55207,1203.0,1268.0,Fixation
55208,1167.0,1265.0,Fixation
55209,1162.0,1271.0,Fixation
55210,1152.0,1273.0,Fixation
55211,1149.0,1279.0,Fixation
55212,1145.0,1282.0,Fixation
55213,1193.0,1281.0,Fixation
55214,1194.0,1275.0,Fixation
55215,1195.0,1273.0,Fixation
55216,1200.0,1271.0,Fixation
55217,1158.0,1272.0,Fixation
55218,1158.0,1256.0,Fixation
55219,1203.0,1256.0,Fixation
55220,1204.0,1284.0,Fixation
55221,1203.0,1261.0,Fixation
55222,1201.0,1261.0,Fixation
55223,1151.0,1257.0,Fixation
55224,1147.0,1271.0,Fixation
55225,1139.0,1249.0,Saccade
55226,1132.0,1224.0,Unclassified
55227,1111.0,1238.0,Saccade
55228,1093.0,1203.0,Saccade
55229,1065.0,1190.0,Fixation
55230,1064.0,1193.0,Fixation
55231,1060.0,1191.0,Fixation
55232,1056.0,1190.0,Fixation
55233,1059.0,1185.0,Fixation
55234,1057.0,1190.0,Fixation
55235,1062.0,1190.0,Fixation
55236,1063.0,1190.0,Fixation
55237,1067.0,1188.0,Fixation
55238,1109.0,1186.0,Fixation
55239,1108.0,1190.0,Fixation
55240,1054.0,1190.0,Fixation
55241,1057.0,1191.0,Fixation
55242,1061.0,1190.0,Fixation
55243,1063.0,1192.0,Fixation
55244,1066.0,1195.0,Fixation
55245,1064.0,1191.0,Fixation
55246,1065.0,1202.0,Fixation
55247,1072.0,1210.0,Saccade
55248,1099.0,1241.0,Saccade
55249,1116.0,1248.0,Saccade
55250,1135.0,1303.0,Saccade
55251,1163.0,1304.0,Saccade
55252,1207.0,1300.0,Saccade
55253,1163.0,1299.0,Saccade
55254,1165.0,1300.0,Saccade
55255,1175.0,1307.0,Saccade
55256,1227.0,1306.0,Unclassified
55257,1227.0,1301.0,Saccade
55258,1178.0,1289.0,Saccade
55259,1179.0,1289.0,Unclassified
55260,1186.0,1295.0,Saccade
55261,1224.0,1297.0,Saccade
55262,1167.0,1294.0,Saccade
55263,1164.0,1293.0,Unclassified
55264,1171.0,1300.0,Saccade
55265,1236.0,1308.0,Saccade
55266,,1307.0,Saccade
55267,1192.0,1306.0,Saccade
55268,1186.0,1310.0,Saccade
55269,,1299.0,Saccade
55270,1219.0,1295.0,Fixation
55271,1203.0,1295.0,Fixation
55272,1201.0,1299.0,Fixation
55273,1203.0,1302.0,Fixation
55274,1228.0,1308.0,Fixation
55275,1229.0,1306.0,Fixation
55276,1203.0,1307.0,Fixation
55277,1226.0,1311.0,Fixation
55278,1226.0,1305.0,Fixation
55279,1196.0,1300.0,Fixation
55280,1199.0,1287.0,Fixation
55281,1208.0,1292.0,Fixation
55282,1210.0,1279.0,Fixation
55283,1208.0,1291.0,Fixation
55284,1202.0,1285.0,Fixation
55285,1200.0,1290.0,Fixation
55286,1203.0,1290.0,Fixation
55287,1204.0,1294.0,Fixation
55288,1203.0,1300.0,Fixation
55289,1201.0,1294.0,Fixation
55290,1206.0,1288.0,Fixation
55291,1216.0,1278.0,Fixation
55292,1219.0,1283.0,Fixation
55293,1223.0,1296.0,Fixation
55294,1218.0,1289.0,Fixation
55295,1228.0,1288.0,Fixation
55296,1225.0,1285.0,Fixation
55297,1226.0,1299.0,Fixation
55298,1226.0,1293.0,Fixation
55299,1229.0,1296.0,Fixation
55300,1229.0,1287.0,Fixation
55301,1226.0,1295.0,Fixation
55302,1222.0,1292.0,Fixation
55303,1252.0,1304.0,Fixation
55304,1255.0,1315.0,Fixation
55305,1255.0,1317.0,Fixation
55306,1216.0,1301.0,Fixation
55307,1254.0,1305.0,Fixation
55308,1253.0,1301.0,Fixation
55309,1214.0,1304.0,Fixation
55310,1190.0,1304.0,Fixation
55311,1181.0,1309.0,Fixation
55312,1183.0,1308.0,Fixation
55313,1208.0,1307.0,Saccade
55314,1218.0,1335.0,Saccade
55315,1267.0,1319.0,Saccade
55316,1274.0,1312.0,Unclassified
55317,1274.0,1320.0,Saccade
55318,1279.0,1316.0,Saccade
55319,1221.0,1318.0,Fixation
55320,1223.0,1325.0,Fixation
55321,1223.0,1333.0,Fixation
55322,1226.0,1329.0,Fixation
55323,1227.0,1328.0,Fixation
55324,1235.0,1329.0,Fixation
55325,1249.0,1336.0,Fixation
55326,1236.0,1343.0,Fixation
55327,1286.0,1345.0,Fixation
55328,1216.0,1341.0,Fixation
55329,1231.0,1333.0,Fixation
55330,1229.0,1334.0,Fixation
55331,1214.0,1323.0,Fixation
55332,1202.0,1325.0,Fixation
55333,1208.0,1326.0,Fixation
55334,1296.0,1338.0,Fixation
55335,1297.0,1330.0,Fixation
55336,1293.0,1338.0,Fixation
55337,1266.0,1335.0,Fixation
55338,1248.0,1349.0,Fixation
55339,1253.0,1339.0,Fixation
55340,1276.0,1346.0,Fixation
55341,1262.0,1341.0,Fixation
55342,1261.0,1344.0,Fixation
55343,1243.0,1334.0,Fixation
55344,1258.0,1334.0,Fixation
55345,1272.0,1335.0,Fixation
55346,1284.0,1347.0,Fixation
55347,1275.0,1349.0,Fixation
55348,1270.0,1359.0,Fixation
55349,1244.0,1362.0,Fixation
55350,1234.0,1381.0,Fixation
55351,1229.0,1373.0,Fixation
55352,1297.0,1372.0,Fixation
55353,1271.0,1364.0,Fixation
55354,1289.0,1360.0,Fixation
55355,1264.0,1362.0,Fixation
55356,1287.0,1376.0,Fixation
55357,1310.0,1381.0,Fixation
55358,1311.0,1381.0,Fixation
55359,1277.0,1372.0,Fixation
55360,1268.0,1368.0,Fixation
55361,1278.0,1369.0,Saccade
55362,1315.0,1369.0,Saccade
55363,1275.0,1375.0,Saccade
55364,1274.0,1372.0,Unclassified
55365,1292.0,1374.0,Saccade
55366,1279.0,1375.0,Unclassified
55367,1277.0,1379.0,Unclassified
55368,1275.0,1378.0,Unclassified
55369,1280.0,1386.0,Saccade
55370,1314.0,1408.0,Saccade
55371,1382.0,1465.0,Saccade
55372,1410.0,1571.0,Saccade
55373,1693.0,1772.0,Saccade
55374,1891.0,1947.0,Saccade
55375,2048.0,2069.0,Saccade
55376,2185.0,2148.0,Saccade
55377,2145.0,2175.0,Fixation
55378,2120.0,2211.0,Fixation
55379,2102.0,2205.0,Fixation
55380,2102.0,2200.0,Fixation
55381,2100.0,2145.0,Fixation
55382,2090.0,2139.0,Fixation
55383,2094.0,2176.0,Fixation
55384,2098.0,2175.0,Fixation
55385,2101.0,2194.0,Fixation
55386,2095.0,2199.0,Fixation
55387,2080.0,2199.0,Fixation
55388,2074.0,2188.0,Fixation
55389,2073.0,2182.0,Fixation
55390,2064.0,2182.0,Fixation
55391,2052.0,2155.0,Saccade
55392,2020.0,2113.0,Saccade
55393,1992.0,2112.0,Saccade
55394,1985.0,2071.0,Saccade
55395,1985.0,2060.0,Fixation
55396,1977.0,,Fixation
55397,1976.0,2080.0,Fixation
55398,1973.0,2076.0,Fixation
55399,1982.0,2073.0,Fixation
55400,1992.0,2072.0,Fixation
55401,1993.0,2081.0,Fixation
55402,1973.0,2081.0,Fixation
55403,1971.0,2071.0,Fixation
55404,1970.0,2049.0,Fixation
55405,1975.0,2079.0,Fixation
55406,1974.0,2088.0,Fixation
55407,1978.0,2101.0,Fixation
55408,1984.0,2102.0,Fixation
55409,1993.0,2059.0,Fixation
55410,1993.0,2061.0,Fixation
55411,1979.0,2069.0,Fixation
55412,1988.0,2073.0,Fixation
55413,1979.0,2102.0,Saccade
55414,1948.0,2057.0,Saccade
55415,1951.0,2082.0,Saccade
55416,1932.0,2047.0,Fixation
55417,1945.0,2046.0,Fixation
55418,1946.0,2048.0,Fixation
55419,1932.0,2056.0,Fixation
55420,1938.0,2056.0,Fixation
55421,1921.0,2050.0,Fixation
55422,1927.0,2020.0,Fixation
55423,1922.0,2028.0,Fixation
55424,1935.0,2033.0,Fixation
